24.1, 36, 5
36.7, 80, 76
11.6, 49, 1
28.9, 80, 6
10.7, 59, 65
18.1, 55, 31
37.1, 33, 78
37.6, 38, 50
33.8, 53, 59
36.7, 97, 32
10.6, 51, 4
14.0, 85, 80
43.3, 75, 62
23.1, 57, 32
38.1, 31, 78
23.7, 73, 40
37.3, 50, 25
19.2, 40, 20
30.0, 79, 72
35.7, 74, 60
22.6, 79, 74
35.3, 100, 91
38.3, 42, 86
20.5, 36, 54
32.0, 65, 84
44.6, 58, 35
44.5, 54, 4
38.9, 60, 19
19.3, 55, 3
22.3, 100, 13
43.5, 45, 41
28.2, 43, 80
17.3, 36, 75
28.7, 44, 26
30.6, 62, 38
21.4, 33, 76
34.2, 85, 61
33.0, 50, 45
31.3, 89, 62
41.9, 47, 74
33.4, 62, 9
32.5, 56, 55
22.8, 47, 79
25.3, 51, 37
22.3, 99, 10
41.1, 94, 59
15.4, 34, 94
15.1, 79, 32
39.5, 39, 18
23.4, 64, 0
20.0, 73, 79
21.0, 95, 81
14.3, 74, 4
14.1, 81, 93
18.9, 42, 61
10.7, 81, 80
41.2, 52, 13
20.7, 79, 70
34.8, 32, 64
31.8, 55, 49
18.5, 85, 8
20.1, 59, 37
36.4, 37, 42
21.9, 67, 31
26.8, 38, 57
18.9, 95, 25
13.6, 71, 44
32.2, 80, 89
10.2, 70, 72
43.1, 40, 14
20.2, 95, 3
28.0, 71, 61
44.1, 68, 95
24.5, 63, 83
34.9, 80, 15
42.7, 55, 67
43.4, 53, 29
27.6, 97, 22
10.3, 77, 7
26.7, 70, 11
44.1, 51, 65
23.2, 37, 21
27.8, 76, 43
24.7, 44, 17
42.3, 44, 40
25.0, 100, 27
42.8, 40, 16
43.0, 39, 13
17.0, 87, 5
41.1, 33, 35
25.1, 94, 50
40.1, 93, 41
44.9, 64, 90
34.6, 94, 76
23.0, 84, 68
10.1, 62, 80
35.1, 70, 76
21.9, 50, 95
24.8, 35, 51
34.4, 86, 18
19.4, 85, 92
18.9, 58, 95
35.6, 44, 10
42.8, 41, 4
35.2, 51, 36
17.9, 69, 83
37.8, 53, 68
44.7, 77, 86
41.4, 81, 25
14.3, 85, 78
31.2, 30, 84
36.8, 31, 30
32.2, 71, 61
16.8, 71, 9
42.5, 64, 67
21.0, 58, 77
36.1, 46, 85
23.3, 32, 60
42.6, 60, 53
11.9, 46, 100
42.6, 45, 59
42.5, 48, 77
34.9, 53, 7
26.1, 96, 39
29.9, 64, 19
35.6, 45, 73
43.1, 65, 72
19.8, 73, 69
31.7, 89, 78
26.2, 31, 2
29.2, 36, 91
33.8, 73, 23
10.5, 56, 92
30.7, 56, 51
29.1, 85, 51
24.1, 34, 24
24.2, 97, 21
23.9, 47, 15
28.1, 84, 12
34.0, 77, 70
39.9, 81, 24
21.2, 56, 35
27.7, 32, 98
16.6, 63, 78
11.0, 57, 87
12.8, 78, 43
39.7, 92, 10
13.8, 80, 47
34.6, 96, 90
27.5, 67, 100
40.9, 73, 12
12.6, 31, 2
16.3, 70, 25
19.1, 94, 6
38.5, 36, 66
20.0, 36, 70
39.1, 80, 75
12.3, 51, 63
12.7, 49, 77
17.9, 36, 8
33.3, 47, 61
31.9, 63, 6
25.1, 72, 77
37.0, 61, 50
22.8, 73, 35
25.9, 98, 59
12.7, 31, 9
29.6, 92, 24
17.2, 95, 92
44.0, 47, 64
24.2, 77, 21
27.3, 96, 81
40.8, 53, 54
35.9, 35, 52
42.1, 30, 55
22.0, 99, 38
43.2, 94, 56
35.8, 69, 33
12.5, 42, 57
43.0, 46, 60
10.1, 31, 8
10.7, 100, 87
19.2, 48, 35
41.5, 64, 57
27.0, 45, 92
25.0, 34, 55
35.9, 97, 55
39.5, 64, 32
34.8, 53, 45
33.1, 86, 71
13.6, 53, 10
35.4, 79, 67
40.4, 91, 27
33.8, 45, 48
19.6, 39, 13
32.9, 74, 42
28.4, 35, 34
32.9, 90, 25
40.3, 70, 54
36.0, 35, 52
37.7, 41, 80
28.5, 94, 56
14.7, 65, 81
19.3, 38, 54
34.4, 88, 52
15.4, 58, 5
40.0, 63, 37
40.5, 89, 21
27.8, 32, 94
17.8, 73, 17
19.6, 64, 24
29.8, 50, 14
42.1, 66, 3
40.6, 72, 55
12.0, 72, 38
28.6, 39, 8
10.5, 94, 76
34.5, 44, 26
21.4, 56, 97
32.8, 93, 42
22.4, 87, 70
18.1, 60, 83
34.8, 74, 90
20.5, 36, 44
14.0, 56, 66
28.0, 51, 44
32.4, 95, 50
27.6, 63, 35
14.7, 73, 30
26.6, 84, 78
31.7, 90, 65
31.7, 96, 11
31.4, 59, 13
13.7, 60, 30
29.3, 70, 51
36.4, 46, 20
10.5, 93, 71
43.1, 37, 57
12.4, 80, 61
29.2, 51, 87
29.2, 79, 21
25.6, 67, 48
18.4, 41, 13
30.9, 69, 33
27.2, 76, 75
15.6, 30, 43
23.8, 70, 38
39.2, 87, 38
29.0, 42, 35
12.6, 43, 36
28.6, 90, 86
35.5, 97, 76
43.8, 92, 89
16.1, 73, 27
29.3, 34, 88
39.5, 87, 89
30.3, 36, 25
40.8, 38, 15
40.5, 41, 19
31.7, 78, 92
36.0, 68, 60
40.5, 85, 35
31.0, 69, 13
40.8, 35, 30
29.6, 51, 59
20.1, 69, 51
38.8, 86, 8
23.3, 56, 18
29.6, 71, 24
43.3, 41, 50
30.9, 64, 88
31.8, 81, 56
33.5, 59, 11
24.4, 84, 75
30.2, 46, 72
27.1, 37, 10
42.3, 63, 52
17.1, 85, 99
32.2, 33, 51
18.1, 77, 18
38.9, 55, 98
33.3, 32, 27
12.8, 33, 59
29.5, 47, 61
26.4, 70, 95
21.7, 37, 69
43.5, 67, 68
14.3, 73, 85
29.5, 91, 14
17.6, 43, 47
22.6, 73, 75
22.1, 52, 66
39.9, 59, 98
32.6, 98, 32
20.1, 84, 47
19.5, 74, 58
39.7, 38, 2
14.4, 55, 13
35.1, 47, 62
28.6, 52, 68
42.6, 81, 33
18.3, 66, 92
31.9, 71, 32
42.4, 81, 97
11.4, 40, 80
38.5, 89, 71
39.5, 43, 27
25.4, 32, 92
36.4, 83, 44
29.7, 86, 21
42.7, 55, 82
11.3, 52, 80
37.5, 75, 90
24.0, 36, 0
39.3, 54, 76
26.1, 76, 63
11.2, 56, 9
40.5, 45, 34
23.2, 68, 96
35.2, 79, 98
12.0, 49, 22
14.8, 83, 18
24.7, 39, 61
44.3, 40, 70
15.9, 65, 45
14.0, 100, 65
27.6, 47, 52
28.0, 31, 36
13.6, 58, 53
26.8, 77, 84
31.8, 71, 80
15.2, 60, 57
34.0, 65, 84
44.5, 67, 11
11.0, 94, 38
40.5, 60, 48
17.7, 33, 12
39.3, 83, 93
16.1, 59, 50
40.8, 50, 1
20.2, 41, 33
18.1, 69, 58
13.5, 82, 60
29.4, 30, 40
15.8, 44, 96
27.9, 36, 87
41.7, 76, 85
28.8, 34, 39
21.5, 51, 71
38.7, 38, 90
14.7, 55, 31
15.0, 76, 81
41.3, 78, 30
41.9, 71, 59
26.0, 35, 66
34.9, 46, 79
20.2, 95, 50
44.0, 37, 73
20.2, 95, 52
43.7, 61, 72
19.5, 31, 83
33.2, 64, 99
22.8, 92, 26
41.2, 68, 88
11.5, 52, 27
16.1, 63, 47
25.0, 83, 81
19.9, 35, 76
40.4, 35, 78
38.0, 78, 35
42.5, 100, 86
26.7, 49, 90
34.2, 95, 17
23.9, 54, 94
40.8, 66, 55
39.7, 88, 76
15.4, 73, 84
17.0, 69, 18
32.2, 55, 31
19.9, 43, 6
32.7, 92, 79
26.6, 36, 4
39.4, 44, 75
39.2, 35, 44
34.9, 88, 80
24.0, 95, 24
14.4, 83, 47
18.2, 75, 36
32.9, 63, 29
34.2, 82, 33
28.4, 94, 59
39.2, 63, 37
26.6, 42, 15
36.6, 51, 65
17.5, 35, 9
41.4, 90, 5
18.4, 91, 66
20.5, 89, 74
20.2, 88, 65
41.7, 62, 95
11.5, 51, 46
36.3, 64, 97
37.4, 31, 68
22.1, 61, 1
39.1, 62, 83
26.9, 92, 13
20.8, 67, 9
13.7, 80, 27
35.5, 57, 43
28.2, 83, 42
18.7, 71, 42
24.7, 47, 79
37.3, 73, 45
20.3, 94, 72
22.1, 98, 58
17.8, 39, 74
15.7, 54, 65
39.5, 50, 42
23.8, 33, 35
27.1, 67, 51
16.0, 42, 67
34.1, 63, 94
30.4, 30, 81
22.1, 51, 72
15.4, 82, 8
25.5, 94, 70
14.1, 94, 27
28.2, 65, 26
15.2, 38, 98
38.1, 95, 42
41.4, 34, 88
16.8, 32, 34
15.2, 36, 68
41.7, 47, 20
38.3, 72, 3
26.3, 30, 80
21.1, 62, 79
17.4, 81, 22
31.1, 74, 35
10.5, 37, 86
31.5, 45, 2
25.6, 81, 31
28.1, 40, 4
21.2, 38, 24
12.1, 35, 16
24.5, 63, 18
10.3, 46, 84
43.6, 61, 8
38.3, 92, 56
11.8, 64, 56
30.8, 38, 15
26.0, 93, 55
42.3, 73, 54
13.4, 44, 97
15.7, 56, 41
12.7, 84, 12
28.7, 46, 69
25.4, 34, 54
16.8, 39, 34
43.7, 97, 11
11.8, 54, 90
32.8, 56, 41
22.9, 68, 41
14.3, 49, 24
24.6, 41, 94
32.5, 60, 13
28.7, 61, 90
17.9, 71, 90
27.4, 73, 30
22.4, 54, 86
26.6, 39, 37
34.9, 95, 69
18.2, 94, 73
43.6, 44, 44
28.4, 80, 23
25.9, 92, 94
16.7, 70, 66
13.8, 81, 33
11.6, 47, 17
20.9, 97, 34
32.0, 82, 45
15.0, 57, 59
29.2, 49, 3
10.4, 80, 84
38.1, 82, 39
16.3, 68, 93
15.1, 61, 12
27.6, 45, 31
34.9, 83, 51
36.3, 97, 44
37.3, 48, 93
23.5, 80, 46
42.5, 73, 61
44.0, 98, 71
11.8, 30, 58
43.7, 70, 12
24.0, 97, 7
21.9, 43, 27
11.9, 63, 78
22.0, 71, 6
19.0, 48, 62
15.6, 50, 52
12.9, 72, 33
23.4, 36, 60
24.7, 85, 22
41.9, 82, 39
23.6, 48, 32
33.9, 93, 73
28.7, 98, 26
44.8, 67, 52
26.9, 62, 58
23.1, 74, 74
30.9, 31, 12
19.9, 61, 13
18.7, 81, 3
12.2, 69, 39
27.3, 87, 39
40.1, 81, 79
33.7, 72, 56
40.5, 75, 88
34.0, 81, 8
22.2, 96, 89
32.7, 60, 72
19.5, 63, 77
14.1, 98, 49
38.0, 63, 56
25.0, 74, 72
17.2, 58, 31
30.6, 80, 80
31.9, 40, 44
15.1, 49, 19
19.8, 53, 91
11.8, 91, 61
30.0, 97, 11
26.9, 88, 74
18.2, 64, 71
35.8, 55, 10
18.7, 35, 88
36.8, 77, 32
17.6, 83, 15
25.9, 86, 50
43.7, 75, 42
31.9, 44, 16
25.2, 65, 49
35.7, 32, 15
21.7, 85, 45
26.8, 66, 68
40.9, 50, 36
30.4, 87, 51
17.8, 53, 3
37.4, 67, 83
19.5, 82, 43
35.7, 89, 47
26.5, 93, 23
39.4, 55, 98
10.2, 67, 43
31.4, 86, 47
18.0, 61, 81
25.4, 61, 74
20.3, 63, 80
26.2, 78, 64
14.8, 47, 95
28.0, 93, 80
43.0, 40, 85
14.2, 71, 61
10.1, 45, 87
38.0, 62, 10
26.5, 35, 94
20.6, 74, 42
37.7, 72, 1
29.7, 92, 78
38.8, 48, 54
34.3, 88, 6
29.8, 68, 6
33.1, 54, 50
42.9, 72, 72
37.2, 45, 11
40.6, 71, 49
23.2, 44, 38
17.5, 75, 27
39.5, 93, 47
31.0, 80, 67
10.3, 47, 100
32.7, 82, 82
26.3, 30, 33
12.0, 55, 6
43.8, 87, 50
12.9, 60, 79
11.6, 43, 15
31.8, 41, 81
26.2, 42, 75
14.7, 53, 63
41.4, 52, 30
18.5, 79, 33
11.3, 80, 30
14.2, 30, 1
29.0, 91, 38
18.9, 30, 19
36.9, 37, 29
40.5, 36, 5
28.7, 32, 11
28.1, 69, 97
32.4, 36, 77
17.5, 70, 91
11.8, 95, 87
22.1, 46, 48
18.3, 52, 58
30.1, 52, 37
11.3, 85, 43
14.0, 69, 14
34.4, 72, 3
38.8, 48, 41
16.1, 53, 6
38.7, 83, 83
41.3, 91, 25
41.7, 63, 59
10.2, 86, 37
36.8, 42, 81
30.1, 94, 3
20.4, 95, 61
31.2, 54, 63
32.7, 86, 4
41.9, 43, 3
19.0, 89, 15
16.8, 96, 98
37.0, 49, 36
38.2, 37, 14
35.0, 99, 7
40.7, 100, 52
44.8, 53, 59
23.6, 31, 65
32.9, 100, 29
11.9, 55, 72
43.1, 59, 94
11.4, 82, 4
37.1, 78, 44
19.7, 44, 31
19.3, 92, 93
17.2, 68, 24
36.0, 41, 10
12.4, 70, 18
17.5, 72, 41
18.4, 42, 36
41.3, 95, 32
10.5, 58, 13
42.0, 36, 58
36.3, 32, 22
21.4, 56, 82
39.1, 73, 34
13.9, 57, 77
30.9, 89, 51
19.5, 100, 54
21.8, 65, 90
36.7, 80, 1
33.0, 33, 84
31.4, 56, 62
28.6, 65, 31
28.7, 70, 73
38.4, 61, 16
37.3, 93, 89
18.8, 95, 5
24.4, 70, 38
22.8, 49, 28
26.0, 50, 66
20.1, 68, 8
19.1, 47, 37
29.2, 77, 14
42.8, 30, 96
38.3, 83, 83
30.9, 74, 51
15.1, 50, 39
14.5, 79, 60
44.5, 98, 53
16.9, 77, 62
30.4, 95, 33
39.8, 92, 17
37.8, 81, 87
34.4, 79, 96
20.2, 82, 87
39.6, 31, 84
44.5, 52, 61
15.4, 68, 18
27.7, 57, 34
11.1, 88, 2
37.6, 95, 99
15.9, 71, 99
37.0, 91, 78
42.1, 34, 37
25.5, 43, 82
44.1, 42, 16
34.5, 44, 3
25.0, 37, 30
25.3, 72, 75
24.9, 76, 79
42.5, 66, 80
13.1, 46, 87
18.6, 60, 7
28.8, 80, 48
29.2, 99, 13
24.4, 37, 1
11.6, 68, 32
33.9, 80, 23
40.8, 64, 83
25.2, 57, 3
34.6, 63, 26
24.8, 34, 48
10.2, 72, 65
25.3, 40, 46
13.1, 86, 24
44.1, 70, 15
44.0, 51, 15
17.7, 85, 38
43.9, 81, 38
16.7, 54, 87
34.2, 69, 23
43.2, 69, 86
36.5, 45, 43
18.4, 96, 83
36.0, 50, 37
31.1, 98, 79
15.1, 85, 3
27.6, 65, 85
10.3, 75, 87
16.9, 70, 51
32.0, 31, 93
24.1, 67, 83
30.7, 81, 75
37.1, 88, 71
18.4, 83, 43
43.1, 93, 92
29.9, 93, 18
16.0, 82, 12
17.5, 60, 24
13.4, 92, 73
36.5, 43, 20
27.7, 51, 35
18.1, 84, 40
42.7, 75, 28
32.4, 63, 56
14.2, 76, 12
17.9, 36, 80
14.1, 50, 8
24.3, 51, 51
34.8, 88, 77
13.3, 71, 77
42.0, 74, 95
15.8, 51, 5
41.1, 66, 30
33.6, 47, 18
30.5, 87, 23
25.7, 42, 31
18.0, 45, 88
27.6, 59, 10
22.8, 68, 33
20.8, 94, 92
15.3, 77, 18
10.9, 42, 13
15.2, 34, 54
16.1, 60, 12
32.1, 77, 78
18.6, 89, 93
34.6, 64, 50
22.4, 44, 48
12.3, 67, 40
25.3, 64, 85
34.0, 55, 64
30.3, 93, 73
31.9, 43, 47
13.5, 99, 32
18.4, 90, 55
18.7, 80, 23
29.2, 76, 71
15.6, 93, 29
19.6, 91, 55
29.8, 46, 0
18.0, 72, 57
29.7, 93, 67
12.8, 74, 27
43.7, 68, 46
14.4, 88, 71
20.7, 62, 82
25.8, 63, 50
24.5, 34, 31
11.7, 30, 4
38.1, 68, 45
12.7, 68, 68
20.3, 53, 66
38.0, 35, 45
16.1, 98, 41
11.7, 47, 87
34.1, 41, 68
19.4, 92, 65
12.0, 89, 73
10.7, 85, 57
32.9, 42, 51
28.0, 88, 67
41.4, 96, 82
27.3, 84, 5
16.7, 45, 87
44.9, 74, 25
35.1, 63, 1
13.4, 53, 28
12.4, 67, 42
33.8, 36, 93
24.1, 86, 60
19.4, 88, 74
24.6, 89, 47
10.6, 52, 92
14.5, 54, 17
29.3, 33, 21
34.4, 50, 80
38.0, 31, 76
22.6, 63, 100
37.2, 33, 40
23.1, 65, 40
30.9, 48, 12
14.9, 50, 75
24.8, 76, 91
37.3, 69, 89
23.4, 41, 64
43.4, 51, 61
37.0, 90, 27
28.1, 84, 1
40.1, 74, 37
41.6, 60, 11
11.0, 83, 68
13.2, 89, 28
15.3, 80, 61
14.4, 97, 76
40.4, 32, 6
10.3, 34, 31
37.0, 86, 0
39.7, 59, 44
25.0, 91, 20
17.0, 64, 33
22.1, 61, 81
39.3, 53, 60
12.3, 51, 46
27.1, 83, 51
26.7, 82, 49
25.5, 88, 2
44.1, 54, 99
38.3, 86, 71
19.2, 98, 96
40.6, 67, 21
33.5, 50, 62
23.7, 86, 95
42.1, 81, 97
31.7, 52, 47
25.1, 85, 4
41.3, 58, 9
33.5, 78, 96
24.4, 63, 12
43.1, 97, 21
35.2, 63, 50
36.3, 47, 5
24.8, 85, 18
36.6, 51, 96
15.4, 39, 17
43.0, 45, 1
20.5, 70, 86
36.6, 34, 6
42.0, 75, 25
30.2, 80, 17
40.3, 98, 20
37.3, 53, 36
23.8, 82, 34
10.8, 33, 84
23.6, 70, 17
21.7, 47, 78
16.3, 95, 99
39.7, 62, 80
44.4, 46, 38
34.9, 60, 57
39.7, 81, 81
33.1, 88, 68
36.4, 31, 94
17.8, 66, 9
11.2, 32, 91
35.5, 64, 75
36.2, 97, 100
44.9, 37, 39
12.0, 61, 60
25.7, 32, 69
34.4, 47, 43
38.5, 31, 25
21.0, 60, 37
36.0, 66, 49
27.0, 36, 21
30.3, 70, 84
22.9, 58, 20
22.3, 85, 61
29.3, 86, 41
34.1, 85, 36
32.4, 94, 18
35.2, 43, 95
19.0, 35, 26
13.1, 67, 57
38.2, 75, 90
35.2, 75, 95
30.7, 94, 83
38.1, 31, 74
27.4, 62, 4
12.8, 40, 32
21.8, 63, 12
44.0, 92, 7
15.7, 30, 66
18.8, 99, 4
38.8, 94, 66
43.8, 51, 89
26.9, 76, 17
29.9, 36, 35
34.6, 98, 38
20.8, 84, 95
40.2, 59, 1
36.9, 75, 37
35.3, 49, 91
22.1, 38, 24
33.8, 56, 66
29.6, 75, 57
27.0, 96, 18
17.4, 38, 98
23.8, 87, 22
30.6, 91, 88
18.6, 64, 14
22.3, 69, 22
23.6, 76, 99
30.5, 53, 28
27.5, 68, 12
32.7, 68, 85
27.0, 88, 69
24.0, 63, 85
20.7, 33, 33
26.5, 51, 71
11.2, 50, 46
14.1, 37, 89
17.4, 75, 67
23.1, 58, 48
29.5, 31, 39
12.0, 90, 20
34.0, 70, 72
41.5, 35, 79
17.9, 67, 67
20.4, 98, 73
27.0, 95, 56
39.4, 74, 1
15.8, 87, 21
43.2, 97, 81
18.9, 47, 52
17.8, 65, 69
39.7, 91, 42
18.7, 96, 6
12.7, 87, 27
31.1, 99, 91
43.9, 55, 87
26.1, 95, 15
39.6, 74, 84
26.2, 69, 22
39.9, 48, 1
19.5, 56, 94
22.3, 33, 39
27.4, 55, 56
38.6, 68, 57
36.3, 76, 4
19.1, 72, 36
38.4, 31, 61
34.6, 42, 32
32.2, 53, 14
37.7, 86, 78
11.9, 44, 73
18.5, 74, 86
27.0, 31, 10
24.9, 58, 16
33.7, 82, 28
14.3, 56, 94
37.2, 93, 33
14.1, 78, 37
37.7, 64, 43
13.4, 78, 14
37.6, 87, 16
30.9, 49, 68
29.9, 57, 14
12.5, 53, 82
42.4, 80, 50
18.4, 54, 57
40.5, 52, 91
11.7, 99, 15
37.1, 63, 0
25.5, 96, 21
37.4, 43, 49
34.8, 91, 92
14.1, 85, 81
38.0, 92, 96
42.9, 81, 51
20.8, 66, 80
42.8, 72, 86
44.9, 43, 82
37.0, 41, 69
14.6, 51, 92
12.9, 98, 53
30.6, 90, 57
36.8, 72, 100
24.4, 97, 47
10.5, 78, 85
38.2, 90, 21
29.4, 47, 42
19.1, 36, 74
26.9, 76, 37
39.8, 65, 88
13.7, 54, 16
24.5, 31, 87
12.5, 68, 17
11.0, 48, 5
44.2, 71, 27
10.1, 77, 50
41.0, 48, 52
11.0, 72, 97
28.7, 67, 50
40.0, 100, 53
25.7, 98, 45
28.8, 99, 42
43.7, 55, 65
12.8, 35, 2
40.2, 87, 27
29.1, 74, 63
16.1, 65, 27
12.4, 90, 51
26.7, 52, 48
38.0, 45, 49
42.2, 53, 56
34.8, 44, 54
44.7, 42, 49
21.9, 86, 9
14.2, 88, 24
29.1, 61, 5
13.5, 66, 96
14.9, 38, 39
43.3, 70, 10
17.7, 47, 67
44.9, 44, 75
28.1, 94, 33
31.5, 49, 12
13.6, 51, 69
36.0, 46, 51
28.9, 88, 97
14.8, 56, 74
33.7, 81, 93
12.7, 90, 42
24.2, 67, 60
24.9, 75, 96
34.6, 44, 68
22.7, 98, 12
41.0, 89, 17
37.3, 34, 84
39.2, 56, 89
11.5, 48, 59
22.1, 81, 86
22.6, 89, 40
41.3, 72, 65
31.3, 35, 93
36.8, 86, 16
39.6, 64, 3
33.4, 50, 8
33.3, 56, 100
31.1, 89, 37
44.4, 33, 67
28.8, 100, 0
22.7, 41, 67
36.5, 53, 51
21.2, 98, 20
23.2, 85, 67
24.5, 63, 85
35.2, 44, 49
34.0, 55, 74
25.4, 86, 56
11.2, 59, 96
34.2, 100, 92
33.1, 65, 26
23.5, 81, 53
25.2, 83, 11
27.5, 89, 81
12.6, 60, 69
18.8, 73, 93
36.0, 72, 9
23.9, 56, 13
39.2, 64, 20
41.0, 97, 4
21.5, 38, 13
13.1, 87, 85
18.7, 63, 22
29.2, 56, 39
38.7, 69, 94
40.4, 59, 49
